序号,课题名称,姓名,工作单位,项目类别,所在学科
898,魏玛共和国时期德语中国游记与民族国家想象研究,陈雨田,宁波大学,青年项目,外国文学
899,埃斯库罗斯悲剧与西方法律思想起源研究,龙卓婷,海南大学,青年项目,外国文学
900,古罗马修辞学对英国文艺复兴文学之影响研究,肖馨瑶,重庆大学,青年项目,外国文学
901,维多利亚小说中的疾病书写研究,牟童,对外经济贸易大学,青年项目,外国文学
902,中学西渐背景下俞第德的中国书写与文化误读研究,师亦超,上海交通大学,青年项目,外国文学
903,跨媒介视域下法国当代小说中的影像叙事与视觉修辞研究,陆一琛,苏州大学,青年项目,外国文学
904,存现范畴的类型学研究,杜丹,上海电力大学,青年项目,语言学
905,壮医药术语汉英词典编纂的研究与实践,岑思园,广西中医药大学,青年项目,语言学
906,句法-语用界面视域下英汉语轻动词构式演化路径对比研究,曹笃鑫,中国科学院大学,青年项目,语言学
907,朱子学二百年英语译介史研究,田莎,宁夏大学,青年项目,语言学
908,新中国成立以来外交核心术语英译的国际影响力研究,李晓倩,上海外国语大学,青年项目,语言学
909,基于传教士文献的河北方言语法演变研究,刘亚男,暨南大学,青年项目,语言学
910,宁夏汉语方言地图集,张秋红,北方民族大学,青年项目,语言学
911,人类卫生健康共同体构建中的医疗语言服务人才断链弥合研究,郭聪,中山大学,青年项目,语言学
912,情绪―认知整合视域下对华污名隐喻的语用分化与反制研究,段红,云南师范大学,青年项目,语言学
913,新时期中国企业海外危机话语研究,林予婷,深圳大学,青年项目,语言学
914,毒品成瘾人群的言语产出及感知特征研究,耿浦洋,司法鉴定科学研究院,青年项目,语言学
915,英美军事博物馆网站军队形象多模态话语构建研究,肖蓉,国防科技大学,青年项目,语言学
916,澳门语言政策的实践与居民身份认同关系研究,张媛媛,河南财经政法大学,青年项目,语言学
917,汉英儿童韵律焦点的发展轨迹比较及二语习得能力研究,闫梦珠,华中科技大学,青年项目,语言学
918,网络环境下的外语口语教学反馈机制研究,许琪,广东外语外贸大学,青年项目,语言学
919,基于机器学习的英语阅读诊断测试研究与实践,范婷婷,南京航空航天大学,青年项目,语言学
920,基于师生互动多模态数据库的教师话语研究,杨伊,上海师范大学,青年项目,语言学
921,积极心理视域下中国外语学习者多语写作投入的多维度动态研究,郑尧,重庆大学,青年项目,语言学
922,秦文字字用综合研究,蒋伟男,安徽大学,青年项目,语言学
923,清华大学藏战国竹简（1-10）“书”类文献词汇与形成时代研究,冯聪,清华大学,青年项目,语言学
924,《广弘明集》历代佛经音义比较研究及数据库建设,辛睿龙,山西大学,青年项目,语言学
925,日本“倭玉篇”系列字书研究及资料库建设,王安琪,湖南大学,青年项目,语言学
926,浙江契约文书语言研究,郭敬一,陕西师范大学,青年项目,语言学
927,汉语复杂句的历史演变研究,朱丽师,湖北大学,青年项目,语言学
928,汉语致使表达的共时分布与历时演变研究,丁丁,西安交通大学,青年项目,语言学
929,功能-类型学视野下的上古汉语补足小句及补足关系研究,赵绿原,中国社会科学院语言研究所,青年项目,语言学
930,句法-语义-语用接口下汉语准定语句的历时演变研究,张磊,中国社会科学院语言研究所,青年项目,语言学
931,形式类型学视域下程度量的语义锚定及句法实现研究,刘凡,安徽师范大学,青年项目,语言学
932,现代汉语反意外标记的语用功能及其演化机制研究,陈禹,华中科技大学,青年项目,语言学
933,汉语排他性表达多义性的统一分析与系统研究,刘莹,浙江大学,青年项目,语言学
934,以模态逻辑为参照的汉语情态和否定互动研究,林刘巍,华侨大学,青年项目,语言学
935,汉语抽象名词的叙实性与推理功能研究,寇鑫,山东大学,青年项目,语言学
936,基于韩日出土木简的汉字东亚传播衍变研究,朴仙灵,郑州大学,青年项目,语言学
937,面向二语学习者的外向型汉语词典用例考察与实证研究,王意颖,暨南大学,青年项目,语言学
938,语言接触视角下的蒙古语科尔沁土语韵律声学研究,那日苏,内蒙古民族大学,青年项目,语言学
939,汉、满、蒙、韩文《老乞大》比较研究,谢水兰,内蒙古师范大学,青年项目,语言学
940,面向信息处理的蒙古语复合句句法树库建设与研究,乌兰,内蒙古师范大学,青年项目,语言学
941,濒危瓦罕塔吉克语皮山方言调查与研究,侯典峰,南开大学,青年项目,语言学
942,基于藏语方言词汇数据库的藏语同源语素研究,孙凯,复旦大学,青年项目,语言学
943,基于清代译音文献的彝语历时音变研究,聂鹏,江西财经大学,青年项目,语言学
944,西藏所藏《阿波罗遮那成就法》梵文写本研究,达娃群宗,西藏自治区社会科学院,青年项目,语言学
945,类指表达与语体类型的关联机制研究,张磊,华中师范大学,青年项目,语言学
946,跨语言完成语义对比研究,张安琪,南京大学,青年项目,语言学
947,冯梦龙作品英译及其接受研究,谢文娟,南京师范大学,青年项目,语言学
948,基于《瀛涯胜览》英译本的海上丝路典籍英译及传播研究,迟帅,石河子大学,青年项目,语言学
949,汉语儿童事件结构的习得与认知研究,纪悦,北京理工大学,青年项目,语言学
950,英语作为二语的文本可读性测评与分级体系构建研究,张浩敏,华东师范大学,青年项目,语言学
951,俄罗斯早期语法文献的多维研究,尹旭,北京大学,青年项目,语言学
952,突发公共事件中媒体坚守新闻真实性的路径、机制与方法研究,虞鑫,清华大学,青年项目,新闻学与传播学
953,中国对外传播的跨文化转向及其路径研究,林莉,安徽大学,青年项目,新闻学与传播学
954,人类命运共同体视域下提升中国对东北亚地区文化传播力研究,蔡馥谣,大连外国语大学,青年项目,新闻学与传播学
955,台湾“亲美厌中”的c论传播挑战及应对策略研究,游淳惠,浙江工业大学,青年项目,新闻学与传播学
956,图像事件的生成机制及网络舆情治理策略研究,王雪晔,广东外语外贸大学,青年项目,新闻学与传播学
957,新媒体对疾病污名的影响机制与干预路径研究,任玉琛,深圳大学,青年项目,新闻学与传播学
958,智能推荐中算法感知对网络舆论的影响及治理机制研究,晏齐宏,北京交通大学,青年项目,新闻学与传播学
959,乡村振兴背景下的基层媒介动员机制及创新路径研究,徐敏,东华大学,青年项目,新闻学与传播学
960,数字反哺视域下我国农村家庭接触和使用智能媒体的代际互动机制研究,汤璇,中国传媒大学,青年项目,新闻学与传播学
961,智能媒体时代耦合演变中的舆论极化及其治理研究,王晗啸,南京师范大学,青年项目,新闻学与传播学
962,5G短视频传播生态下青年价值引领路径研究,骆静雨,浙江理工大学,青年项目,新闻学与传播学
963,红色文化对社会主义核心价值观影响力研究,伊丽媛,中国传媒大学,青年项目,新闻学与传播学
964,社会支持视角下新媒体使用对老年人主观幸福感的影响研究,李思悦,浙江大学,青年项目,新闻学与传播学
965,智能技术对平台劳动的影响与对策研究,孙萍,中国社会科学院新闻与传播研究所,青年项目,新闻学与传播学
966,基于计算方法的社交媒体广告社会效果与综合治理研究,宣长春,厦门大学,青年项目,新闻学与传播学
967,科技期刊产业链的完善度评价及其整合研究,曾元祥,四川大学,青年项目,新闻学与传播学
968,湘赣边区红色文化空间的数字化建构与传播研究,王春晓,长沙理工大学,青年项目,新闻学与传播学
969,基于融合大数据的突发公共卫生事件失实信息扩散机制及治理研究,陈安繁,中国科学技术大学,青年项目,新闻学与传播学
970,社交媒体时代重大疫情公众网络舆情卷入特征、机制及引导策略研究,刘嘉琪,中国社会科学院新闻与传播研究所,青年项目,新闻学与传播学
971,我国农村地区移动短视频的生产、呈现与社会影响研究,刘瑞一,光明日报社,青年项目,新闻学与传播学
972,媒介记忆视角下香港通识教科书的国家认同研究,方惠,暨南大学,青年项目,新闻学与传播学
973,数字时代青年红色记忆实践中的国家认同培育路径研究,王润,浙江传媒学院,青年项目,新闻学与传播学
974,“物质性”视野下传播理论的发展路径与新进展研究,戴宇辰,华东师范大学,青年项目,新闻学与传播学
975,西方涉疆舆论的议题设置、扩散机制与应对策略研究,万婧,广东外语外贸大学,青年项目,新闻学与传播学
976,俄罗斯媒体中的中国形象变迁研究(1991-2021),宋钰,常州大学,青年项目,新闻学与传播学
977,反沉迷诉求下儿童媒介使用社会干预联动机制研究,张晴,郑州大学,青年项目,新闻学与传播学
978,智媒时代农村老年人媒介素养培育与积极老龄化推动研究,谢兴政,复旦大学,青年项目,新闻学与传播学
979,社交机器人对国际传播中虚假意见气候的影响研究,张梦晗,苏州大学,青年项目,新闻学与传播学
980,音乐传播政治化视域下台湾青年的身份认同研究,孙t妮,华侨大学,青年项目,新闻学与传播学
981,马来西亚华裔的粤语媒介使用与文化认同研究,彭雨晴,广州大学,青年项目,新闻学与传播学
982,日本公藏中国古旧地图整理、编目与研究,陈熙,复旦大学,青年项目,图书馆・情报与文献学
983,故宫博物院藏藏文古籍整理研究,李若愚,故宫博物院,青年项目,图书馆・情报与文献学
984,天一阁藏明代方志所见宋代地方文献辑考,何适,扬州大学,青年项目,图书馆・情报与文献学
985,域外藏中国散佚古医籍综合研究,于业礼,上海中医药大学,青年项目,图书馆・情报与文献学
986,布达拉宫藏永乐版《甘珠尔》刊刻源流研究,刚索南草,西藏自治区布达拉宫管理处,青年项目,图书馆・情报与文献学
987,国内外东巴舞谱古籍藏本搜集、整理与翻译研究,习建勋,云南民族大学,青年项目,图书馆・情报与文献学
988,教科书阅读与集体记忆建构研究,张学科,复旦大学,青年项目,图书馆・情报与文献学
989,协同共治视域下公共图书馆社会数字素养教育效能及其创新路径研究,李秋实,华中师范大学,青年项目,图书馆・情报与文献学
990,智慧图书馆建设评价模型与应用研究,段美珍,军事科学院军事科学信息研究中心,青年项目,图书馆・情报与文献学
991,听觉文化复兴视角下公共数字文化资源的听觉化开发与触达研究,王铮,西北大学,青年项目,图书馆・情报与文献学
992,需求侧数据驱动的图书馆空间服务评价与体验优化研究,曹芬芳,安徽大学,青年项目,图书馆・情报与文献学
993,中国知识产权信息公共服务体系优化对策研究,隆瑾,湘潭大学,青年项目,图书馆・情报与文献学
994,科技图书馆面向区域创新发展的服务机制研究,王博,中国科学院武汉文献情报中心,青年项目,图书馆・情报与文献学
995,面向风险治理的突发事件事理图谱构建研究,王晓,华中师范大学,青年项目,图书馆・情报与文献学
996,认知图式视角下网络评论的影响力形成机制与评估研究,祝琳琳,吉林大学,青年项目,图书馆・情报与文献学
997,突发公共卫生事件网络信息资源的知识图谱构建研究,胡佳慧,北京协和医学院,青年项目,图书馆・情报与文献学
998,面向代表作评价的科研论文学术价值测度研究,董克,武汉大学,青年项目,图书馆・情报与文献学
999,数据驱动下科研项目团队异质性对创新绩效的影响研究,田人合,西北大学,青年项目,图书馆・情报与文献学
1000,开放科学数据的经济价值及其测度研究,涂志芳,中国科学院文献情报中心,青年项目,图书馆・情报与文献学
1001,情报视角下大国竞争中的信息迷雾成因与识别研究,王冰琪,北京市科学技术情报研究所,青年项目,图书馆・情报与文献学
1002,多链交互的新时期产业技术情报服务方法体系研究,黄怡淳,广东省科技图书馆（广东省科技信息与发展战略研究所）,青年项目,图书馆・情报与文献学
1003,基于文本挖掘的学术论文创新性识别研究,魏绪秋,山东理工大学,青年项目,图书馆・情报与文献学
1004,生态系统理论视角下跨学科科研合作运行机理与保障策略研究,曾粤亮,华中师范大学,青年项目,图书馆・情报与文献学
1005,社会化标注系统知识协同演化机制研究,石燕青,南京农业大学,青年项目,图书馆・情报与文献学
1006,追踪研究前沿创新要素的领域知识元方法研究,孙震,山东理工大学,青年项目,图书馆・情报与文献学
1007,新时代国家数据主权战略及治理体系研究,郑琳,扬州大学,青年项目,图书馆・情报与文献学
1008,数字人文视域下云南陆军讲武堂档案文献数据化整理与研究,马立伟,安徽大学,青年项目,图书馆・情报与文献学
1009,文化大数据背景下古村落多源异构档案的知识融合研究,祁天娇,中国人民大学,青年项目,图书馆・情报与文献学
1010,新《档案法》背景下档案开放体系构建研究,张臻,北京电子科技学院,青年项目,图书馆・情报与文献学
1011,基于人工智能的分层多粒度档案开放鉴定研究,杨建梁,中国人民大学,青年项目,图书馆・情报与文献学
1012,民国时期广东图书馆学人群体研究,陈润好,广东省立中山图书馆,青年项目,图书馆・情报与文献学
1013,中央苏区红色书籍的编辑出版及其当代价值研究,彭嗣禹,南昌大学,青年项目,图书馆・情报与文献学
1014,中国图书馆员职业化百年进程与发展规律研究,胡康林,四川大学,青年项目,图书馆・情报与文献学
1015,我国老年人数字贫困的形成机理及消减对策研究,张克永,常州大学,青年项目,图书馆・情报与文献学
1016,健康中国战略下医养健康信息跨链协同模式研究,胡漠,南京师范大学,青年项目,图书馆・情报与文献学
1017,学术网络视域下学术成果影响力扩散路径研究,魏明坤,河北大学,青年项目,图书馆・情报与文献学
1018,基于分布式语义分析的学术创新演化模式研究,陈柏彤,上海大学,青年项目,图书馆・情报与文献学
1019,基于多源数据的新兴技术识别方法与演化路径研究,高楠,中国科学技术信息研究所,青年项目,图书馆・情报与文献学
1020,基于多源知识网络的颠覆性技术分类识别方法研究,邢晓昭,中国科学技术信息研究所,青年项目,图书馆・情报与文献学
1021,全文本引文分析视角下的交叉学科融合和演化机制研究,姜霖,南通大学,青年项目,图书馆・情报与文献学
1022,文化遗产图像资源关联数据集成与叙事化呈现研究,侯西龙,武汉大学,青年项目,图书馆・情报与文献学
1023,电子文件归档的中国特色研究,苏焕宁,中山大学,青年项目,图书馆・情报与文献学
1024,湘鄂川黔苏区长征沿线红色体育文化资源传承与活化利用研究,元丁,湖南科技大学,青年项目,体育学
1025,新冠疫情背景下大型体育赛事风险管理的国际实践与中国方案研究,张传昌,福建师范大学,青年项目,体育学
1026,全民健身场地设施存量建设用地再开发的模式选择与制度设计研究,刘如,湖南城市学院,青年项目,体育学
1027,新时代我国区域体育产业高质量一体化发展研究,廉涛,宁波大学,青年项目,体育学
1028,体育发展驱动下的闲置工业空间资源再利用研究,冯晓露,清华大学,青年项目,体育学
1029,智慧社区背景下全民健身公共服务供需错配与矫正治理研究,史小强,上海体育学院,青年项目,体育学
1030,“双循环”新格局下体旅融合的形成机制、测度评价与路径创新研究,陈希,北京体育大学,青年项目,体育学
1031,“旅游兴疆”背景下体育非物质文化遗产与旅游融合开发研究,李梦园,新疆财经大学,青年项目,体育学
1032,5G时代体育热点事件中网络危机传播与主流舆论引导研究,徐磊,盐城师范学院,青年项目,体育学
1033,高质量党建引领体育社会组织治理现代化研究,陈丛刊,西南财经大学,青年项目,体育学
1034,地方志传统体育文献集成与研究暨数字化地图绘制,袁安发,吉首大学,青年项目,体育学
1035,我国幼儿体质健康促进的智慧化反馈系统开发研究,孙盛燕,湖州师范学院,青年项目,体育学
1036,运动戒断药物依赖理论向实践转化的催化体系构建研究,王碧野,扬州大学,青年项目,体育学
1037,乡村振兴战略下西部农村校园足球特色学校发展困境及治理路径研究,杨涛,北方民族大学,青年项目,体育学
1038,新时代我国民俗体育治理效率及提升机制研究,彭春兰,南华大学,青年项目,体育学
1039,湘黔桂少数民族地区舞龙史料搜集、整理与研究,鲁林波,黔南民族师范学院,青年项目,体育学
1040,全球体育治理的组织间冲突与中国应对研究,任慧涛,泉州师范学院,青年项目,体育学
1041,大型体育场馆免低开放政策优化研究,李震,湖北科技学院,青年项目,体育学
1042,数据要素市场的形成条件及培育政策研究,段忠贤,贵州大学,青年项目,管理学
1043,产业数字化背景下平台生态系统的战略更新机制研究,娄淑珍,浙江理工大学,青年项目,管理学
1044,在华外资制造企业回流态势及其对供应链稳定性的影响研究,万粒,重庆邮电大学,青年项目,管理学
1045,基于专利文本和复杂网络的关键共性技术识别框架、研发模式及扩散路径研究,张桂阳,南京理工大学,青年项目,管理学
1046,关键核心技术攻关中“揭榜挂帅”的激励机理与制度设计研究,朱浩,重庆邮电大学,青年项目,管理学
1047,数据赋能对国有企业创新质量的驱动效应及提升路径研究,郑威,贵州财经大学,青年项目,管理学
1048,组织双元理论下大型企业风投式裂变创业的微观机理与实现路径研究,薛超凯,山东理工大学,青年项目,管理学
1049,兵团生态资产核算及综合补偿机制研究,高志玉,石河子大学,青年项目,管理学
1050,减税降费治理企业脱实向虚的作用机制与路径优化研究,谭雪,湖南师范大学,青年项目,管理学
1051,智能制造背景下我国工业机器人使用对企业财务行为的影响及应对策略研究,贺超,苏州大学,青年项目,管理学
1052,增值税多维减税治理企业脱实向虚的效果与作用机理研究,黄贤环,山西财经大学,青年项目,管理学
1053,公司债券违约解决机制选择与投资者利益保护关系研究,王欣,北京工商大学,青年项目,管理学
1054,数字技术驱动企业内部控制效能提升的内在机理与实现路径研究,曹健,哈尔滨工业大学,青年项目,管理学
1055,反垄断背景下互联网平台生态共益治理模式研究,宋立丰,北京物资学院,青年项目,管理学
1056,“链主”视角下上市公司股权再融资对地方产业链的外溢效应研究,李元祯,浙江工商大学,青年项目,管理学
1057,党组织治理与国有企业并购决策的路径、效果与长效机制研究,邱金龙,山东大学,青年项目,管理学
1058,软件定义视角下工业互联网信息安全的态势感知及其弹性优化研究,董坤祥,山东财经大学,青年项目,管理学
1059,基于“需求侧管理”的农产品区域母子品牌体系建设研究,黄怡丹,华侨大学,青年项目,管理学
1060,社交媒体背景下准社会关系创建及新兴品牌成长机制研究,袁微,湖北经济学院,青年项目,管理学
1061,乡村振兴背景下农村电商直播促进农产品上行的机制和对策研究,朱良杰,浙江工商大学,青年项目,管理学
1062,基于动态赋能的平台生态共生演化及知识治理研究,韩莹,福建师范大学,青年项目,管理学
1063,新员工资质过剩正向引导与创造性绩效提升研究,武晓宇,北京工商大学,青年项目,管理学
1064,企业双元创新的影响因素、演化过程和策略选择研究,戴一鸣,中国人事科学研究院,青年项目,管理学
1065,高铁网络与都市圈旅游高质量发展的机制、路径及政策研究,李明伟,信阳师范学院,青年项目,管理学
1066,国家公园游客环境责任行为的制度驱动及调适管理研究,王佳,南昌大学,青年项目,管理学
1067,数字化背景下农业－食品产业链融资机制及风险治理研究,丁昭,四川农业大学,青年项目,管理学
1068,基于产业链的农业面源污染政企农协同治理策略研究,邓磊,北京物资学院,青年项目,管理学
1069,基于多元制度逻辑的家庭农场绿色生产行为演化机理与管理优化研究,刘强,浙江农林大学,青年项目,管理学
1070,乡村振兴背景下家庭农场可持续创业机制与路径研究,曹慧,西南大学,青年项目,管理学
1071,全产业链下新型农业经营主体带动小农户生产绿色转型研究,黄炜虹,中南林业科技大学,青年项目,管理学
1072,“三权分置”下农户宅基地流转行为、福利影响与权益保护研究,李荣耀,农业农村部管理干部学院,青年项目,管理学
1073,后疫情时期基于区块链的粮食供应链供需匹配机制研究,王琳,河南工业大学,青年项目,管理学
1074,“碳达峰”目标驱动的制造业低碳技术创新生态系统建构、演化与政策协同研究,李楠博,长春理工大学,青年项目,管理学
1075,环境信用评价对企业环保投资的影响机理及后果研究,崔广慧,南京财经大学,青年项目,管理学
1076,社会信用与绿色金融协同推进绿色经济发展的影响机制研究,孟怡B,上海对外经贸大学,青年项目,管理学
1077,目标治理视域下我国绿色金融政策评估与创新路径研究,陈超凡,北京师范大学,青年项目,管理学
1078,行为经济视角下新业态灵活从业者社会保险供需匹配机制研究,严妮,湖北经济学院,青年项目,管理学
1079,中国工资集体协商的特色机制及效果评估研究,寿菊萍,杭州师范大学,青年项目,管理学
1080,规划治理中地方政府行为差异的内在机理及调适路径研究,王猛,西南大学,青年项目,管理学
1081,青海生态脆弱区耕地占补平衡绩效评价及模式优化研究,任君,青海大学,青年项目,管理学
1082,基于公有地权结构的建设用地使用权续期制度研究,欧阳亦梵,浙江工商大学,青年项目,管理学
1083,“双循环”新格局下基于“鲁班工坊”推进中国引领全球职业教育治理体系建设研究,王岚,天津市教育科学研究院,青年项目,管理学
1084,重大疫情联防联控响应的双重耦合路径与机制优化研究,严晶晶,上海交通大学,青年项目,管理学
1085,大数据驱动下重大突发公共卫生事件应急资源协同配置的模式创新与政策设计研究,王妍妍,清华大学,青年项目,管理学
1086,重大疫情公众风险感知的动态监测与干预机制研究,谢起慧,中国矿业大学（北京）,青年项目,管理学
1087,分级诊疗制度背景下我国基层卫生服务激励机制研究,方帅,上海社会科学院,青年项目,管理学
1088,智慧医疗可及性的框架构建、指标测度与影响因素研究,杨园争,中国社会科学院农村发展研究所,青年项目,管理学
1089,社会网络视角下区域基本医疗卫生服务协调发展策略研究,刘凤,天津财经大学,青年项目,管理学
1090,东北老工业基地融入跨区域创新网络的多层次路径与政策设计研究,李新,东北林业大学,青年项目,管理学
1091,“10+5”跨域供应链多维邻避风险韧性治理与政策协同机制研究,白阳,山东理工大学,青年项目,管理学
1092,国家自主创新示范区创新价值链锁定与突破路径研究,解佳龙,中南民族大学,青年项目,管理学
1093,西部地区陆海新通道对产业链延伸重构的影响路径及对策研究,李东坤,西南交通大学,青年项目,管理学
1094,科学家网络测度及其对企业创新的溢出效应研究,程晨,郑州大学,青年项目,管理学
1095,财务报告文本信息对股市波动的影响机制及风险防控研究,李珊,厦门大学,青年项目,管理学
1096,主动行为视域下的工业企业安全生产管理模式优化策略研究,李静媛,黑龙江大学,青年项目,管理学
1097,过程视角下组织韧性的多维测度和培育机制研究,李溪,济南大学,青年项目,管理学
1098,城市用地结构视角下土地与人口增长互动机制及优化路径研究,许刚,武汉大学,青年项目,管理学
1099,空间结构、网络联系对城市群土地利用效率的影响及提升策略研究,严思齐,南京农业大学,青年项目,管理学
1100,慈善的第三次分配效应与机制优化研究,黄晓瑞,华侨大学,青年项目,管理学
1101,大数据支持下城市居民日常出行的生态足迹测度、影响机理与抑制对策研究,吴德存,江苏师范大学,青年项目,管理学
1102,社会组织参与推进市域社会治理现代化的内在机理、效应评估与实现路径研究,张玉婷,浙江工业大学,青年项目,管理学
1103,长江经济带生态公共服务共建共享的府际协同机制及实现路径研究,杜春林,河海大学,青年项目,管理学
1104,基于重大安全事故的危机学习反馈控制系统构建及应用研究,陆姗姗,合肥工业大学,青年项目,管理学
1105,新发展理念下黄河流域水资源-能源-粮食协同发展模式与风险防范机制研究,贺正齐,河海大学,青年项目,管理学
,,,,,
